Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,E-scooter Count
19/01/2018,5,-1.4,47,1.4,1301,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,61
14/06/2018,23,21.6,68,0.8,2000,15.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1295
23/07/2018,10,31.8,51,1.5,1900,20.4,1.71,0.0,0.0,Summer,No Holiday,Yes,636
28/09/2018,20,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No,0
02/09/2018,9,23.4,52,1.3,1997,12.9,1.53,0.0,0.0,Autumn,No Holiday,Yes,721
01/03/2018,21,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,Spring,Holiday,Yes,212
30/03/2018,19,15.2,60,3.2,1081,7.4,0.09,0.0,0.0,Spring,No Holiday,Yes,1268
06/07/2018,11,23.9,59,2.1,2000,15.3,1.08,0.0,0.0,Summer,No Holiday,Yes,1024
24/06/2018,15,31.8,31,3.4,1400,12.5,2.85,0.0,0.0,Summer,No Holiday,Yes,1213
08/05/2018,18,20.7,40,1.4,2000,6.6,1.06,0.0,0.0,Spring,No Holiday,Yes,2142
21/12/2017,14,4.3,47,2.3,953,-6.0,0.96,0.0,1.6,Winter,No Holiday,Yes,255
24/02/2018,21,0.7,31,1.3,1923,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,232
14/08/2018,8,29.3,63,0.9,1810,21.5,0.76,0.0,0.0,Summer,No Holiday,Yes,1708
24/06/2018,21,24.5,71,1.7,1295,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2153
16/07/2018,17,33.0,46,3.1,1926,19.8,1.89,0.0,0.0,Summer,No Holiday,Yes,1425
17/11/2018,8,0.7,72,1.0,1397,-3.7,0.05,0.0,0.0,Autumn,No Holiday,Yes,530
30/04/2018,10,19.5,54,1.1,451,9.9,1.88,0.0,0.0,Spring,No Holiday,Yes,742
04/03/2018,12,10.7,85,0.9,393,8.2,0.52,0.0,0.0,Spring,No Holiday,Yes,358
29/08/2018,10,26.4,78,2.7,2000,22.2,0.44,0.0,0.0,Summer,No Holiday,Yes,642
30/12/2017,3,-1.1,83,0.8,237,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,127
22/04/2018,19,15.2,64,1.7,1185,8.4,0.02,0.5,0.0,Spring,No Holiday,Yes,32
30/11/2018,21,2.6,39,0.3,1968,-9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,694
27/04/2018,0,11.8,59,2.4,1535,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,663
26/06/2018,20,24.1,94,4.5,214,23.0,0.0,0.5,0.0,Summer,No Holiday,Yes,199
11/08/2018,2,28.5,68,1.1,1839,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes,691
29/01/2018,8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,Yes,450
15/02/2018,2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,112
20/04/2018,17,25.6,30,2.3,671,6.7,1.47,0.0,0.0,Spring,No Holiday,Yes,1543
06/08/2018,3,28.6,81,1.1,1105,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes,219
18/05/2018,1,19.0,97,1.5,278,18.5,0.0,1.0,0.0,Spring,No Holiday,Yes,116
21/06/2018,5,19.4,82,2.1,677,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes,308
12/08/2018,15,34.9,46,2.0,2000,21.5,1.54,0.0,0.0,Summer,No Holiday,Yes,820
16/08/2018,21,26.8,46,2.0,2000,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2127
09/09/2018,14,28.2,29,2.0,2000,8.4,3.09,0.0,0.0,Autumn,No Holiday,Yes,1662
15/05/2018,11,24.8,36,1.8,973,8.7,2.7,0.0,0.0,Spring,No Holiday,Yes,944
29/06/2018,22,24.2,80,1.3,500,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2103
14/11/2018,14,16.1,32,1.4,1703,-0.6,1.8,0.0,0.0,Autumn,No Holiday,Yes,1001
03/10/2018,2,13.2,77,1.2,1972,9.2,0.0,0.0,0.0,Autumn,Holiday,Yes,685
19/04/2018,23,12.9,51,1.7,1200,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,677
04/09/2018,18,26.8,53,2.6,2000,16.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,3166
26/09/2018,9,17.7,54,1.8,2000,8.2,0.63,0.0,0.0,Autumn,No Holiday,Yes,680
27/05/2018,10,21.6,33,2.0,1697,0.0,1.86,0.0,0.0,Spring,No Holiday,Yes,821
25/02/2018,3,-1.3,42,0.8,1648,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,103
04/10/2018,9,16.7,58,1.8,1821,8.3,1.22,0.0,0.0,Autumn,No Holiday,No,0
06/11/2018,15,16.3,54,1.6,374,6.9,0.76,0.0,0.0,Autumn,No Holiday,No,0
30/03/2018,0,11.8,78,0.6,438,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes,490
15/09/2018,13,25.8,65,1.0,1996,18.7,1.12,0.0,0.0,Autumn,No Holiday,Yes,1465
02/08/2018,3,31.1,70,0.4,1449,24.9,0.0,0.0,0.0,Summer,No Holiday,Yes,295
16/07/2018,11,31.5,51,2.1,1498,20.1,2.83,0.0,0.0,Summer,No Holiday,Yes,688
30/06/2018,19,24.3,95,0.5,958,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,481
08/07/2018,15,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,Summer,No Holiday,Yes,1693
09/05/2018,4,10.0,64,1.5,2000,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,114
20/09/2018,18,19.1,77,2.5,2000,14.9,0.08,0.0,0.0,Autumn,No Holiday,Yes,1786
14/07/2018,12,30.2,58,2.3,1359,21.0,2.64,0.0,0.0,Summer,No Holiday,Yes,1039
22/11/2018,18,4.1,46,2.7,2000,-6.5,0.01,0.0,0.0,Autumn,No Holiday,Yes,1591
06/04/2018,1,7.2,95,0.2,683,6.4,0.0,0.5,0.0,Spring,No Holiday,Yes,50
09/10/2018,19,17.3,47,2.2,2000,5.8,0.0,0.0,0.0,Autumn,Holiday,No,0
01/11/2018,10,8.1,51,0.7,1100,-1.4,1.38,0.0,0.0,Autumn,No Holiday,Yes,696
21/04/2018,0,16.3,59,0.2,756,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,707
29/04/2018,23,15.2,51,1.0,858,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,820
11/05/2018,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,724
02/02/2018,0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,138
03/05/2018,22,11.2,60,2.3,1684,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1202
27/10/2018,15,11.4,32,3.8,2000,-4.7,1.21,0.0,0.0,Autumn,No Holiday,Yes,1254
22/02/2018,12,4.8,47,2.6,1373,-5.5,1.72,0.0,0.0,Winter,No Holiday,Yes,352
29/01/2018,20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,197
20/04/2018,10,18.2,36,1.0,620,2.8,1.99,0.0,0.0,Spring,No Holiday,Yes,708
24/12/2017,19,1.1,68,4.4,695,-4.1,0.0,0.0,0.0,Winter,Holiday,Yes,132
21/09/2018,23,19.5,82,0.6,2000,16.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1171
10/09/2018,1,20.5,58,1.7,2000,11.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,487
05/12/2017,21,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,415
29/06/2018,12,26.1,67,2.2,758,19.4,2.15,0.0,0.0,Summer,No Holiday,Yes,1168
04/01/2018,14,-0.8,32,1.4,1846,-15.4,0.78,0.0,0.0,Winter,No Holiday,Yes,262
14/08/2018,13,35.7,38,2.4,1863,19.1,2.5,0.0,0.0,Summer,No Holiday,Yes,695
07/11/2018,17,14.9,73,0.9,854,10.0,0.04,0.0,0.0,Autumn,No Holiday,Yes,1115
22/07/2018,14,37.4,34,2.3,1860,18.8,3.05,0.0,0.0,Summer,No Holiday,Yes,565
07/07/2018,7,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,Summer,No Holiday,Yes,567
22/01/2018,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,Winter,No Holiday,Yes,281
07/03/2018,17,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,Spring,No Holiday,Yes,849
27/11/2018,5,3.6,84,0.6,315,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,140
24/09/2018,20,17.6,57,1.4,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,Yes,1227
13/06/2018,2,18.4,75,0.6,1986,13.8,0.0,0.0,0.0,Summer,No Holiday,Yes,847
11/10/2018,7,6.3,65,1.0,2000,0.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,1233
18/04/2018,20,13.0,41,2.3,1164,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1346
14/12/2017,10,-7.7,43,0.9,1555,-18.1,0.35,0.0,0.0,Winter,No Holiday,Yes,189
06/09/2018,5,21.7,87,0.6,846,19.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,247
05/12/2017,9,-7.6,31,1.3,1974,-21.8,0.21,0.0,0.0,Winter,No Holiday,Yes,462
17/06/2018,11,23.6,63,0.7,523,16.1,0.93,0.0,0.0,Summer,No Holiday,Yes,1146
16/07/2018,0,26.5,81,0.9,1650,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,732
31/08/2018,22,24.1,80,0.9,1852,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1789
09/11/2018,21,11.4,74,1.9,498,6.9,0.0,0.0,0.0,Autumn,No Holiday,No,0
09/09/2018,2,18.1,57,0.3,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,589
20/08/2018,18,31.6,47,2.1,1867,18.9,0.26,0.0,0.0,Summer,No Holiday,Yes,2628
24/04/2018,21,11.5,47,1.1,2000,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1372
26/06/2018,8,20.8,94,1.0,159,19.7,0.05,3.5,0.0,Summer,No Holiday,Yes,53
08/11/2018,23,11.5,96,3.0,691,10.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,26
02/04/2018,0,16.1,80,1.9,605,12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,468
12/04/2018,10,13.8,39,2.3,1659,0.0,2.09,0.0,0.0,Spring,No Holiday,Yes,686
08/12/2017,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,233
15/04/2018,6,5.6,85,1.2,769,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,102
31/05/2018,9,18.8,59,1.6,1233,10.6,1.9,0.0,0.0,Spring,No Holiday,Yes,1277
19/11/2018,13,10.8,44,2.0,935,-0.9,1.01,0.0,0.0,Autumn,No Holiday,Yes,785
12/07/2018,14,27.8,76,3.1,1517,23.1,1.0,0.0,0.0,Summer,No Holiday,Yes,976
10/07/2018,5,20.6,97,0.6,2000,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,174
07/06/2018,3,18.4,88,1.6,465,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,275
03/09/2018,3,24.2,70,0.3,2000,18.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,211
05/04/2018,5,8.3,81,2.0,1060,5.2,0.0,0.1,0.0,Spring,No Holiday,Yes,18
08/12/2017,7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,387
16/12/2017,10,-6.2,42,2.3,1893,-17.0,0.52,0.0,0.0,Winter,No Holiday,Yes,201
02/02/2018,9,-6.5,54,1.2,1541,-14.2,0.22,0.0,0.0,Winter,No Holiday,Yes,280
08/02/2018,0,-8.2,50,1.1,1850,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,136
25/07/2018,23,28.0,77,1.9,1346,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1289
18/05/2018,21,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1263
10/02/2018,17,-0.9,19,5.0,2000,-21.6,0.48,0.0,0.0,Winter,No Holiday,Yes,277
03/11/2018,13,17.8,29,2.0,1328,-0.4,2.17,0.0,0.0,Autumn,No Holiday,No,0
15/01/2018,12,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,Winter,No Holiday,Yes,311
05/10/2018,13,16.9,95,1.6,325,16.0,0.48,4.0,0.0,Autumn,No Holiday,Yes,22
22/01/2018,5,0.0,32,0.7,2000,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,60
19/08/2018,10,27.3,49,0.9,1968,15.6,1.17,0.0,0.0,Summer,No Holiday,Yes,732
23/05/2018,15,23.0,29,2.9,1876,3.9,3.11,0.0,0.0,Spring,No Holiday,Yes,1332
19/06/2018,21,21.6,66,2.4,962,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2378
30/03/2018,8,11.5,60,1.6,550,3.9,0.42,0.0,0.0,Spring,No Holiday,Yes,1406
01/03/2018,5,2.2,97,2.9,362,1.7,0.0,0.0,0.0,Spring,Holiday,Yes,11
31/10/2018,22,6.8,58,2.2,1936,-0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1088
05/11/2018,13,16.8,46,1.1,760,5.0,1.71,0.0,0.0,Autumn,No Holiday,Yes,986
02/05/2018,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,Spring,No Holiday,Yes,376
11/12/2017,11,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,Winter,No Holiday,Yes,226
22/06/2018,4,19.1,86,1.4,322,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes,268
02/03/2018,12,1.8,26,2.2,1556,-15.7,2.61,0.0,0.0,Spring,No Holiday,Yes,388
11/07/2018,1,24.6,96,0.5,443,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,240
06/12/2017,12,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,Winter,No Holiday,Yes,405
29/11/2018,10,3.9,28,0.6,1627,-12.9,0.49,0.0,0.0,Autumn,No Holiday,Yes,595
28/06/2018,14,27.1,72,3.0,1126,21.6,0.91,0.0,0.0,Summer,No Holiday,Yes,1030
29/08/2018,3,24.5,87,4.3,1985,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes,171
09/10/2018,23,16.6,53,1.1,2000,6.9,0.0,0.0,0.0,Autumn,Holiday,No,0
27/02/2018,18,6.6,62,0.8,522,-0.1,0.05,0.0,0.0,Winter,No Holiday,Yes,897
22/01/2018,11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,Winter,No Holiday,Yes,277
06/05/2018,3,16.2,94,1.7,400,15.2,0.0,1.5,0.0,Spring,No Holiday,Yes,43
22/01/2018,22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,Winter,No Holiday,Yes,170
05/01/2018,13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,Winter,No Holiday,Yes,312
21/10/2018,0,11.2,62,0.0,1613,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,848
22/12/2017,1,-1.6,79,0.6,784,-4.7,0.0,0.0,0.8,Winter,Holiday,Yes,250
16/11/2018,21,6.8,73,2.3,730,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,907
22/06/2018,3,19.3,85,1.6,345,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,413
05/09/2018,9,23.4,59,3.0,1974,14.9,1.46,0.0,0.0,Autumn,No Holiday,Yes,1195
24/12/2017,21,0.4,69,3.5,477,-4.6,0.0,0.0,0.0,Winter,Holiday,Yes,145
10/07/2018,6,20.7,97,0.9,2000,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,534
01/07/2018,12,21.1,97,1.2,653,20.5,0.17,7.5,0.0,Summer,No Holiday,Yes,9
31/08/2018,16,29.7,51,3.0,2000,18.4,2.27,0.0,0.0,Summer,No Holiday,Yes,1404
01/02/2018,5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes,51
12/11/2018,14,14.2,33,1.5,1374,-1.8,1.84,0.0,0.0,Autumn,No Holiday,Yes,886
22/07/2018,7,25.8,67,0.9,1773,19.1,0.34,0.0,0.0,Summer,No Holiday,Yes,360
11/07/2018,3,24.5,97,0.8,263,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,157
02/12/2017,0,-1.8,87,1.1,994,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,328
21/09/2018,14,21.4,76,1.4,2000,16.9,1.5,0.5,0.0,Autumn,No Holiday,Yes,972
02/04/2018,20,18.2,65,1.8,1563,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1517
12/08/2018,23,28.7,81,0.4,1586,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes,707
28/07/2018,16,28.6,82,3.4,1022,25.2,0.14,0.0,0.0,Summer,No Holiday,Yes,706
01/03/2018,10,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,Spring,Holiday,Yes,191
13/04/2018,12,18.2,15,1.6,2000,-8.9,2.27,0.0,0.0,Spring,No Holiday,Yes,1095
13/03/2018,16,17.6,53,3.7,1735,7.8,1.4,0.0,0.0,Spring,No Holiday,Yes,890
16/07/2018,6,24.0,85,0.9,1569,21.3,0.02,0.0,0.0,Summer,No Holiday,Yes,703
16/01/2018,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,141
04/12/2017,17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,Winter,No Holiday,Yes,515
27/03/2018,0,9.0,68,1.1,426,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,380
15/05/2018,7,16.2,79,1.2,239,12.5,0.36,0.0,0.0,Spring,No Holiday,Yes,1239
09/08/2018,19,28.2,82,0.4,1832,24.8,0.16,0.0,0.0,Summer,No Holiday,Yes,1698
04/01/2018,10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,Winter,No Holiday,Yes,197
13/05/2018,11,16.4,78,1.6,1209,12.5,1.37,0.0,0.0,Spring,No Holiday,Yes,993
09/06/2018,16,28.7,40,2.5,1474,13.7,1.0,0.0,0.0,Summer,No Holiday,Yes,2297
28/12/2017,5,-5.7,28,1.2,2000,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,61
07/07/2018,8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,Summer,No Holiday,Yes,832
07/12/2017,7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,Winter,No Holiday,Yes,367
05/04/2018,18,7.6,96,2.0,660,6.9,0.04,0.0,0.0,Spring,No Holiday,Yes,75
02/03/2018,17,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,Spring,No Holiday,Yes,631
15/05/2018,9,20.8,53,0.8,381,10.8,1.58,0.0,0.0,Spring,No Holiday,Yes,1148
30/10/2018,17,9.9,40,2.6,2000,-3.0,0.47,0.0,0.0,Autumn,No Holiday,Yes,1357
29/07/2018,14,35.4,43,1.4,2000,20.9,2.48,0.0,0.0,Summer,No Holiday,Yes,630
24/01/2018,11,-13.1,25,3.8,1964,-29.0,0.96,0.0,0.9,Winter,No Holiday,Yes,124
14/01/2018,10,-2.1,72,1.7,489,-6.4,0.34,0.0,0.0,Winter,No Holiday,Yes,134
07/02/2018,14,-3.5,20,1.5,1976,-23.2,2.02,0.0,0.0,Winter,No Holiday,Yes,199
13/01/2018,4,-6.4,46,0.8,1993,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,47
27/09/2018,19,20.6,44,0.7,2000,7.9,0.01,0.0,0.0,Autumn,No Holiday,Yes,2422
01/05/2018,8,18.8,76,0.6,301,14.4,0.36,0.0,0.0,Spring,Holiday,Yes,1067
29/10/2018,13,10.4,49,2.7,2000,0.1,0.54,0.0,0.0,Autumn,No Holiday,Yes,815
04/06/2018,13,27.4,30,2.0,1768,8.2,3.03,0.0,0.0,Summer,No Holiday,Yes,1085
12/09/2018,15,27.7,41,1.6,1969,13.2,1.98,0.0,0.0,Autumn,No Holiday,Yes,1251
08/06/2018,19,24.5,63,3.1,970,16.9,0.46,0.0,0.0,Summer,No Holiday,Yes,2797
20/07/2018,5,24.9,83,0.3,1207,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,327
02/08/2018,4,31.1,54,1.9,2000,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,215
05/12/2017,14,-1.1,28,0.0,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,334
13/09/2018,22,22.8,70,1.0,2000,17.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1713
18/03/2018,1,5.7,55,1.4,1043,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,309
24/07/2018,21,30.2,65,2.3,1642,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1899
04/03/2018,7,8.4,97,2.6,122,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,23
12/02/2018,11,-6.1,25,2.8,1976,-22.9,1.28,0.0,0.0,Winter,No Holiday,Yes,190
27/08/2018,14,23.3,89,1.5,1435,21.3,1.23,0.5,0.0,Summer,No Holiday,Yes,231
19/05/2018,23,17.1,37,1.3,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1169
28/05/2018,9,21.7,48,1.1,1806,10.2,1.92,0.0,0.0,Spring,No Holiday,Yes,1131
08/08/2018,21,29.7,71,3.2,1934,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1783
06/11/2018,13,16.1,56,1.7,328,7.3,1.54,0.0,0.0,Autumn,No Holiday,No,0
19/06/2018,15,26.7,42,2.6,1634,12.7,1.89,0.0,0.0,Summer,No Holiday,Yes,1363
10/12/2017,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes,58
02/02/2018,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,178
02/12/2017,9,-2.9,68,1.6,1487,-7.9,0.3,0.0,0.0,Winter,No Holiday,Yes,328
01/10/2018,18,16.6,61,2.9,2000,9.0,0.16,0.0,0.0,Autumn,No Holiday,Yes,2857
15/03/2018,10,14.2,98,1.2,299,13.8,0.14,0.0,0.0,Spring,No Holiday,Yes,27
31/01/2018,1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,Winter,No Holiday,Yes,96
19/12/2017,8,-5.2,58,2.2,1594,-12.1,0.0,0.0,2.5,Winter,No Holiday,Yes,390
28/07/2018,10,32.0,65,0.9,966,24.5,1.19,0.0,0.0,Summer,No Holiday,Yes,654
22/04/2018,9,16.9,45,0.9,1958,4.8,0.27,0.0,0.0,Spring,No Holiday,Yes,247
08/02/2018,8,-9.7,65,0.8,1508,-15.0,0.02,0.0,0.0,Winter,No Holiday,Yes,507
06/04/2018,5,6.3,97,1.7,787,5.8,0.0,0.5,0.0,Spring,No Holiday,Yes,54
29/06/2018,21,25.2,75,1.4,644,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2225
31/10/2018,17,11.3,41,1.8,2000,-1.4,0.51,0.0,0.0,Autumn,No Holiday,Yes,1462
04/02/2018,12,-8.3,32,1.8,1295,-22.1,1.99,0.0,0.0,Winter,No Holiday,Yes,165
17/11/2018,7,0.8,77,0.9,1300,-2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,315
07/03/2018,18,9.6,42,2.0,2000,-2.7,0.14,0.0,0.0,Spring,No Holiday,Yes,1365
08/05/2018,12,21.5,44,2.1,1986,8.7,3.15,0.0,0.0,Spring,No Holiday,Yes,1135
11/01/2018,21,-12.4,51,2.2,1992,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,162
04/04/2018,15,17.9,44,2.2,2000,5.4,2.79,0.0,0.0,Spring,No Holiday,Yes,1209
26/06/2018,22,22.4,95,4.1,222,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,443
09/01/2018,18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes,558
03/03/2018,22,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,516
07/03/2018,22,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,147
10/01/2018,16,-5.4,30,3.9,2000,-20.2,0.69,0.0,0.2,Winter,No Holiday,Yes,196
26/10/2018,10,12.9,84,1.0,534,10.2,0.27,0.0,0.0,Autumn,No Holiday,Yes,191
18/07/2018,18,32.0,50,2.6,1374,20.2,1.25,0.0,0.0,Summer,No Holiday,Yes,2692
02/05/2018,21,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,Spring,No Holiday,Yes,327
10/01/2018,18,-7.8,32,4.5,2000,-21.6,0.02,0.0,0.0,Winter,No Holiday,Yes,437
14/01/2018,5,-4.2,79,1.2,442,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,29
25/10/2018,16,20.4,32,0.9,1720,3.1,0.84,0.0,0.0,Autumn,No Holiday,Yes,1528
12/04/2018,7,7.6,54,1.7,1690,-1.1,0.13,0.0,0.0,Spring,No Holiday,Yes,1054
06/11/2018,14,17.4,50,2.4,336,6.8,1.52,0.0,0.0,Autumn,No Holiday,No,0
15/10/2018,11,16.7,65,1.5,675,10.0,1.42,0.0,0.0,Autumn,No Holiday,Yes,910
21/12/2017,15,4.4,46,1.4,1113,-6.2,0.78,0.0,1.0,Winter,No Holiday,Yes,316
17/12/2017,23,-6.9,53,0.7,2000,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes,138
20/04/2018,20,21.1,43,1.8,788,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1358
02/09/2018,10,25.0,47,1.5,2000,12.8,2.17,0.0,0.0,Autumn,No Holiday,Yes,802
19/05/2018,22,18.4,34,1.2,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1595
06/06/2018,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,Holiday,Yes,1152
30/06/2018,15,27.8,71,0.9,733,22.0,0.93,0.0,0.0,Summer,No Holiday,Yes,1311
16/08/2018,12,34.5,44,2.2,2000,20.4,3.19,0.0,0.0,Summer,No Holiday,Yes,668
11/08/2018,0,29.8,63,2.0,2000,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1022
20/10/2018,20,13.7,51,1.0,1954,3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1270
28/11/2018,18,6.3,25,2.0,1653,-12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1536
03/07/2018,3,22.8,98,0.0,1734,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,233
03/12/2017,8,3.2,92,1.8,244,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,85
10/02/2018,2,1.9,71,1.5,584,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,169
18/11/2018,19,7.9,45,1.0,1602,-3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,759
02/12/2017,15,7.6,41,2.3,1953,-4.8,0.74,0.0,0.0,Winter,No Holiday,Yes,589
01/01/2018,1,-3.3,41,0.7,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,230
17/11/2018,6,1.0,77,0.6,1259,-2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,151
13/01/2018,21,-4.1,79,0.7,522,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,156
